season,week,team,games_played,off_ppa_cum,off_success_cum,off_explosive_cum,def_ppa_cum,def_success_cum,def_explosive_cum,opp_rating_mean,opp_off_ppa_cum_mean,opp_def_ppa_cum_mean
2019,1,Alabama,1,0.4155370293165188,0.5844155844155844,1.1467883263060838,-0.2382149745902312,0.2407407407407407,1.1677540319559236,-19.499999999999993,-0.2382149745902312,0.4155370293165188
2019,1,Duke,1,-0.2382149745902312,0.2407407407407407,1.1677540319559236,0.4155370293165188,0.5844155844155844,1.1467883263060838,19.5,0.4155370293165188,-0.2382149745902312
2019,1,Arkansas,1,0.1309124768284187,0.4430379746835443,1.1110095415421464,0.0345340199541701,0.2857142857142857,1.5858724027879574,4.951923076923073,0.0345340199541701,0.1309124768284187
2019,1,Portland State,1,0.0345340199541701,0.2857142857142857,1.5858724027879574,0.1309124768284187,0.4430379746835443,1.1110095415421464,-4.9519230769230695,0.1309124768284187,0.0345340199541701
2019,1,Auburn,1,0.0453128005986845,0.4415584415584415,1.0994505197297808,0.119420661345691,0.3432835820895522,1.2206562684187554,-3.000000000000001,0.119420661345691,0.0453128005986845
2019,1,Oregon,1,0.119420661345691,0.3432835820895522,1.2206562684187554,0.0453128005986845,0.4415584415584415,1.0994505197297808,3.0000000000000004,0.0453128005986845,0.119420661345691
2019,1,Florida,1,0.05794950282058,0.375,1.4723580809051515,-0.0384800524898131,0.2941176470588235,1.5813451761030248,-2.000000000000009,-0.0384800524898131,0.05794950282058
2019,1,Miami,1,-0.0384800524898131,0.2941176470588235,1.5813451761030248,0.05794950282058,0.375,1.4723580809051515,2.000000000000009,0.05794950282058,-0.0384800524898131
2019,1,Kentucky,1,0.2001724508772293,0.4769230769230769,1.201269204076018,0.170773527000341,0.3384615384615385,1.5155402808197191,1.4519230769230589,0.170773527000341,0.2001724508772293
2019,1,Toledo,1,0.170773527000341,0.3384615384615385,1.5155402808197191,0.2001724508772293,0.4769230769230769,1.201269204076018,-1.4519230769230556,0.2001724508772293,0.170773527000341
2019,1,Georgia Southern,1,-0.0915150767119022,0.2549019607843137,0.9740276082441968,0.3769045912662338,0.5616438356164384,1.1061233670928026,17.548076923076906,0.3769045912662338,-0.0915150767119022
2019,1,LSU,1,0.3769045912662338,0.5616438356164384,1.1061233670928026,-0.0915150767119022,0.2549019607843137,0.9740276082441968,-17.54807692307692,-0.0915150767119022,0.3769045912662338
2019,1,Memphis,1,0.0680097309056613,0.419753086419753,1.1752393109512875,-0.0705434941869389,0.3396226415094339,0.9403487843958518,5.9519230769230775,-0.0705434941869389,0.0680097309056613
2019,1,Ole Miss,1,-0.0705434941869389,0.3396226415094339,0.9403487843958518,0.0680097309056613,0.419753086419753,1.1752393109512875,-5.951923076923082,0.0680097309056613,-0.0705434941869389
2019,1,Louisiana,1,0.15583568455148,0.4743589743589743,1.1296604529623515,0.3926751056929625,0.5774647887323944,1.034884513877868,4.999999999999973,0.3926751056929625,0.15583568455148
2019,1,Mississippi State,1,0.3926751056929625,0.5774647887323944,1.034884513877868,0.15583568455148,0.4743589743589743,1.1296604529623515,-4.999999999999977,0.15583568455148,0.3926751056929625
2019,1,Missouri,1,0.1689310548613184,0.5164835164835165,0.8220392593567202,0.260111841260545,0.4426229508196721,1.3136875781561046,-5.451923076923072,0.260111841260545,0.1689310548613184
2019,1,Wyoming,1,0.260111841260545,0.4426229508196721,1.3136875781561046,0.1689310548613184,0.5164835164835165,0.8220392593567202,5.451923076923077,0.1689310548613184,0.260111841260545
2019,1,North Carolina,1,0.1605923097051284,0.4487179487179487,0.9288930165934642,-0.0978179983488932,0.3492063492063492,1.0764756256377448,-2.000000000000008,-0.0978179983488932,0.1605923097051284
